"","Date","Year","Month","Julian_Day","pH","Station","Depth_m","PO4_P_mgl","TDP_mgl","UTP_mgl","NO3_N_plus_n02_mg_l","NH3_N_mg_l","UTN_mgl","SiO2_Si_mgl","Iron_mgl","Particulate_Carbon_mgl","Mg_mgl","Ca_mgl","Alkalinity_mg_ca03"
"196",2008-07-09,2008,7,191,7,"2",66,0.001,0.004,0.006,0.052,0.002,0.08,0.86,NA,NA,4.09,2.91,1.82
"197",2008-07-09,2008,7,191,7.1,"3",1,0,0.005,0.008,0.004,0.001,0.09,0.54,NA,NA,3.06,2.76,1.77
"198",2008-07-09,2008,7,191,7,"3",66,0.001,0.008,0.005,0.065,0.003,0.11,0.85,NA,NA,4.05,2.96,1.79
"199",2008-08-15,2008,8,228,7.1,"2",1,0,0.008,0.013,0.001,0,0.08,0.49,NA,NA,2.41,2.57,1.77
"200",2008-08-15,2008,8,228,7,"2",66,0,0.005,0.006,0.075,0.002,0.12,0.82,NA,NA,3.78,2.97,1.84
"201",2008-08-15,2008,8,228,7.1,"3",1,0,0.007,0.009,0.007,0,0.07,0.51,NA,NA,2.51,2.67,1.79
"202",2008-08-15,2008,8,228,7,"3",66,0.001,0.007,0.007,0.073,0.003,0.11,0.8,NA,NA,3.8,2.98,1.84
"203",2008-09-17,2008,9,261,7.1,"2",1,0.001,0.013,0.02,0,0.002,0.2,0.59,NA,NA,2.25,2.44,1.76
"204",2008-09-17,2008,9,261,7,"2",66,NA,NA,0.008,NA,NA,0.14,NA,NA,NA,NA,NA,1.86
"205",2008-09-17,2008,9,261,7.1,"3",1,0.001,0.006,0.01,0.007,0.004,0.11,0.62,NA,NA,2.38,2.59,1.81
"206",2008-09-17,2008,9,261,7,"3",66,0.002,0.005,0.006,0.072,0.002,0.13,0.85,NA,NA,3.83,3.13,1.86
"207",2008-10-17,2008,10,291,7,"2",1,0,0.005,0.009,0.026,0.003,0.1,0.67,NA,NA,2,2.32,1.62
"208",2008-10-17,2008,10,291,7,"2",66,0.001,0.006,0.007,0.075,0.002,0.16,0.87,NA,NA,3.68,3.01,1.84
"209",2009-05-20,2009,5,140,7,"2",1,0,0.013,0.017,0.057,0.002,0.12,0.78,NA,NA,3.27,2.87,1.81
"210",2009-05-20,2009,5,140,7,"2",66,0,0.004,0.006,0.067,0.002,0.12,0.78,NA,NA,3.68,2.92,1.81
"211",2009-05-20,2009,5,140,7,"3",1,0.003,0.009,0.013,0.053,0.002,0.11,0.76,NA,NA,3.37,2.83,1.78
"212",2009-06-23,2009,6,174,7.1,"2",1,0.001,0.006,0.013,0.012,0.001,0.09,0.7,NA,NA,2.75,2.66,1.83
"213",2009-06-23,2009,6,174,7,"2",66,0,0.003,0.004,0.062,0.008,0.12,0.81,NA,NA,3.55,2.82,1.79
"214",2009-06-23,2009,6,174,7,"3",66,0.001,0.005,0.005,0.064,0.007,0.12,0.8,NA,NA,3.67,2.86,1.71
"215",2009-07-14,2009,7,195,7,"2",1,0.006,0.017,0.027,0,0.005,0.13,0.67,NA,NA,2.54,2.71,1.81
"216",2009-07-14,2009,7,195,6.8,"2",66,0.004,0.007,0.026,0.065,0.004,0.21,0.8,NA,NA,3.48,3.21,1.69
"217",2009-08-15,2009,8,227,6.9,"2",1,0.005,0.012,0.019,0,0.002,0.08,0.63,NA,NA,2.23,2.7,1.66
"218",2009-08-15,2009,8,227,7.1,"3",1,0.004,0.007,0.012,0,0,0.08,0.63,NA,NA,2.37,2.69,1.86
"219",2009-08-15,2009,8,227,7,"3",66,0.001,0.005,0.003,0.067,0.003,0.11,0.8,NA,NA,3.46,2.89,1.81
"220",2009-09-29,2009,9,272,7,"2",1,0.001,0.011,0.017,0.013,0.003,0.09,0.72,NA,NA,2.26,2.61,1.74
"221",2009-09-29,2009,9,272,6.9,"2",66,0.001,0.002,0.004,0.072,0.005,0.11,0.84,NA,NA,3.61,3.1,1.84
"222",2009-09-29,2009,9,272,7,"3",1,0.001,0.004,0.01,0.013,0.005,0.1,0.73,NA,NA,2.37,2.68,1.76
"223",2009-09-29,2009,9,272,6.9,"3",66,0.001,0.002,0.002,0.07,0.004,0.11,0.82,NA,NA,3.59,3.06,1.81
"224",2010-04-15,2010,4,105,7,"2",1,0.001,0.007,0.006,0.058,0.004,0.11,0.83,NA,NA,3.29,2.94,7.5
"225",2010-04-15,2010,4,105,7,"2",66,0.001,0.006,0.007,0.066,0.003,0.11,0.83,NA,NA,3.43,3.01,7.58
"226",2010-04-15,2010,4,105,7,"3",66,0,0.004,0.006,0.058,0.006,0.1,0.83,NA,NA,3.38,2.98,7.5
"227",2010-05-21,2010,5,141,6.9,"2",1,0.001,0.006,0.008,0.029,0.006,0.11,0.79,NA,NA,3.04,2.91,7.12
"228",2010-05-21,2010,5,141,6.9,"2",66,0,0.004,0.006,0.07,0.006,0.11,0.83,NA,NA,3.47,3.04,7.42
"229",2010-05-21,2010,5,141,7,"3",1,0.001,0.005,0.006,0.037,0.007,0.11,0.8,NA,NA,3.16,2.95,7.33
"230",2010-06-07,2010,6,158,6.9,"2",1,0,0.009,0.01,0.011,0,0.1,0.75,NA,NA,2.87,2.93,6.83
"231",2010-06-07,2010,6,158,7,"2",66,0,0.003,0.006,0.067,0,0.14,0.84,NA,NA,3.51,3.06,7.54
"232",2010-06-07,2010,6,158,7,"3",66,0,0.004,0.004,0.065,0,0.11,0.84,NA,NA,3.48,3.1,7.54
"233",2010-07-15,2010,7,196,7,"2",1,0.001,0.008,0.01,0,0.002,0.08,0.72,NA,NA,2.52,2.94,7.71
"234",2010-07-15,2010,7,196,7,"3",1,0,0.004,0.007,0.004,0.002,0.08,0.73,NA,NA,2.54,2.83,7.71
"235",2010-07-15,2010,7,196,6.9,"3",66,0.001,0.003,0.004,0.068,0.002,0.11,0.84,NA,NA,3.55,3.11,7.5
"236",2010-08-16,2010,8,228,6.9,"2",1,0.002,0.011,0.019,0,0.001,0.08,0.71,NA,NA,2.23,2.75,7
"237",2010-08-16,2010,8,228,6.4,"3",1,0.007,0.014,0.034,0,0.006,0.21,0.72,NA,NA,2.3,2.93,4.46
"238",2010-08-16,2010,8,228,6.3,"3",66,0.003,0.005,0.006,0.069,0.003,0.11,0.84,NA,NA,3.58,3.29,4.37
"239",2010-09-21,2010,9,264,6.8,"2",1,0.023,0.035,0.04,0,0.016,0.11,0.72,NA,NA,2.15,3.15,6.92
"240",2010-09-21,2010,9,264,6.7,"2",66,0.001,0.004,0.003,0.07,0.003,0.11,0.83,NA,NA,3.54,3.14,6.62
"241",2010-09-21,2010,9,264,6.5,"3",66,0.003,0.005,0.003,NA,0.004,0.12,0.83,NA,NA,3.49,3.21,5.58
"242",2010-11-03,2010,11,307,6.9,"2",1,0.001,0.013,0.016,0.038,0.002,0.11,0.77,NA,NA,NA,NA,7
"243",2010-11-03,2010,11,307,6.9,"2",66,0.001,0.002,0.004,0.075,0.002,0.11,0.82,NA,NA,NA,NA,7.58
"244",2010-11-03,2010,11,307,6.9,"3",1,0,0.004,0.007,0.036,0.001,0.1,0.79,NA,NA,NA,NA,7.29
"245",2010-11-03,2010,11,307,6.8,"3",66,0.001,0.004,0.005,0.075,0.003,0.11,0.82,NA,NA,NA,NA,7.58
"246",2011-04-18,2011,4,108,7,"2",1,0,0.003,0.004,0.062,0.004,0.11,0.86,NA,NA,4.04,3.22,7.79
"247",2011-04-18,2011,4,108,6.9,"2",66,0.001,0.003,0.004,0.064,0.002,0.11,0.86,NA,NA,4.31,3.23,7.5
"248",2011-04-18,2011,4,108,7,"3",66,0.001,0.002,0.003,0.063,0.002,0.1,0.86,NA,NA,4.02,3.24,7.79
"249",2011-05-18,2011,5,138,6.8,"2",1,0,0.002,0.003,0.058,0.002,0.09,0.88,NA,NA,3.92,3.15,6.92
"250",2011-05-18,2011,5,138,7,"2",66,0.001,0.002,0.002,0.063,0.003,0.07,0.87,NA,NA,4.11,3.15,7.71
"251",2011-05-18,2011,5,138,7,"3",1,0,0.002,0.003,0.057,0.005,0.12,0.86,NA,NA,3.98,3.2,7.71
"252",2011-05-18,2011,5,138,7,"3",66,0.001,0.001,0.003,0.065,0.002,0.11,0.86,NA,NA,4.07,3.27,7.83
"253",2011-06-08,2011,6,159,7,"2",66,0.001,0.001,0.003,0.067,0.003,0.1,0.87,NA,NA,4.13,3.28,7.71
"254",2011-06-08,2011,6,159,7.1,"3",1,0,0.001,0.003,0.034,0.004,0.09,0.81,NA,NA,3.53,3.13,8
"255",2011-06-08,2011,6,159,7,"3",66,0,0.001,0.006,0.063,0.001,0.1,0.87,NA,NA,4.15,3.2,7.83
"256",2011-07-17,2011,7,198,7.1,"2",1,0,0.002,0.005,0.001,0.001,0.09,0.64,NA,NA,3.05,3.01,8.04
"257",2011-07-17,2011,7,198,6.9,"2",66,0,0.001,0.003,0.066,0.002,0.11,0.87,NA,NA,4.07,3.17,7.54
"258",2011-07-17,2011,7,198,7.1,"3",1,0.001,0.002,0.004,0.002,0.002,0.07,0.64,NA,NA,3.07,2.98,8.04
"259",2011-08-10,2011,8,222,7.1,"2",1,0.001,0.001,0.008,0,0,0.08,0.61,NA,NA,2.7,2.82,8.12
"260",2011-08-10,2011,8,222,7.1,"2",66,0,0.001,0.003,0.042,0.002,0.06,0.79,NA,NA,3.63,3,8
"261",2011-08-10,2011,8,222,7.1,"3",1,0.001,0.002,0.005,0,0.001,0.07,0.62,NA,NA,2.83,2.94,8.12
"262",2011-08-10,2011,8,222,7,"3",66,0.001,0,0.002,0.068,0.003,0.1,0.88,NA,NA,4.15,3.25,7.83
"263",2011-09-21,2011,9,264,7,"2",1,0.007,0.013,0.021,0,0.006,0.1,0.71,NA,NA,2.45,2.59,7.42
"264",2011-09-21,2011,9,264,7,"2",66,0.001,0.001,0.003,0.07,0.002,0.1,0.87,NA,NA,4.14,3.25,7.92
"265",2011-09-21,2011,9,264,6.9,"3",1,0.001,0.003,0.008,0,0.002,0.09,0.71,NA,NA,2.3,2.53,6.42
"266",2011-09-21,2011,9,264,6.9,"3",66,0,0.001,0.003,0.069,0,0.11,0.87,NA,NA,4.18,3.21,7.42
"267",2011-10-26,2011,10,299,6.4,"2",1,0,0.003,0.006,0.032,0.001,0.11,0.81,NA,NA,2.81,2.71,5.17
"268",2011-10-26,2011,10,299,6.7,"2",66,0,0.002,0.003,0.071,0.001,0.11,0.89,NA,NA,4.49,3.24,7.58
"269",2011-10-26,2011,10,299,6.8,"3",1,0,0.003,0.005,0.029,0.001,0.09,0.8,NA,NA,2.84,2.75,6.87
"270",2012-04-25,2012,4,116,6.9,"2",1,0,0,0.003,0.059,0,0.12,0.88,NA,NA,4.01,3.18,7.37
"271",2012-04-25,2012,4,116,7,"2",66,0,0.001,0.002,0.061,0.001,0.1,0.89,NA,NA,4.06,3.18,7.75
"272",2012-04-25,2012,4,116,7,"3",1,0,0.001,0.006,0.059,0,0.21,0.87,NA,NA,3.98,3.16,7.46
"273",2012-04-25,2012,4,116,7,"3",66,0,0,0.002,0.059,0.002,0.09,0.88,NA,NA,4.02,3.19,7.67
"274",2012-05-22,2012,5,143,6.8,"2",1,0,0.001,0.003,0.056,0.001,0.1,0.88,NA,NA,3.77,3.29,6.17
"275",2012-05-22,2012,5,143,6.9,"3",1,0,0.001,0.003,0.056,0.001,0.1,0.88,NA,NA,4,3.16,7.33
"276",2012-05-22,2012,5,143,7,"3",66,0.001,0.001,0.003,0.059,0.002,0.1,0.88,NA,NA,4.16,3.24,7.75
"277",2012-06-27,2012,6,179,7,"2",1,0,0.004,0.004,0.043,0,0.1,0.83,NA,NA,3.44,2.98,7.33
"278",2012-06-27,2012,6,179,6.6,"2",66,0,0.003,0.003,0.061,0.002,0.1,0.88,NA,NA,4.31,3.31,6.04
"279",2012-06-27,2012,6,179,7,"3",1,0,0,0.002,0.045,0,0.09,0.83,NA,NA,3.43,2.98,7.54
"280",2012-07-18,2012,7,200,7,"2",1,0.001,0.002,0.007,0,0.002,0.1,0.67,NA,NA,2.89,2.73,7.29
"281",2012-07-18,2012,7,200,7,"2",66,0,0.001,0.003,0.062,0.003,0.1,0.88,NA,NA,4.47,3.15,7.87
"282",2012-07-18,2012,7,200,7,"3",1,0,0.002,0.006,0.005,0.002,0.1,0.7,NA,NA,2.97,2.75,7.5
"283",2012-07-18,2012,7,200,7,"3",66,0.001,0.003,0.018,0.063,0.005,0.26,0.88,NA,NA,4.48,3.16,7.67
"284",2012-08-21,2012,8,234,6.4,"2",1,0.001,0.001,0.006,0,0.001,0.07,0.62,NA,NA,2.33,2.56,4.54
"285",2012-08-21,2012,8,234,6.8,"2",66,0,0,0.001,0.063,0,0.11,0.88,NA,NA,4.44,3.22,6.79
"286",2012-08-21,2012,8,234,6.8,"3",1,0,0.002,0.007,0,0.001,0.07,0.62,NA,NA,2.35,2.55,6.5
"287",2012-08-21,2012,8,234,6.9,"3",66,0.001,0,0.001,0.062,0.002,0.1,0.88,NA,NA,4.29,3.18,7
"288",2012-10-03,2012,10,277,6.8,"2",1,0.001,0,0.005,0,0.002,0.09,0.68,NA,NA,1.94,2.33,6.04
"289",2012-10-03,2012,10,277,6.7,"2",66,0.002,0,0.003,0.067,0.002,0.12,0.9,NA,NA,4.45,3.12,6.67
"290",2012-10-03,2012,10,277,6.7,"3",1,0.003,0,0.009,0,0.001,0.15,0.69,NA,NA,2.12,2.38,6.04
"291",2012-11-08,2012,11,313,NA,"2",1,0,NA,0.002,0.028,0.006,0.08,0.77,NA,NA,NA,NA,NA
"292",2012-11-08,2012,11,313,6.9,"3",1,0,0.002,0,0.026,0.006,0.08,0.79,NA,NA,2.54,2.76,7.04
"293",2012-11-08,2012,11,313,7,"3",66,0,0,0,0.068,0.004,0.11,0.91,NA,NA,4.68,3.37,7.75
"294",2013-04-24,2013,4,114,6.6,"2",1,0.001,0,0.003,0.058,0.006,0.14,0.88,NA,NA,3.88,3.11,5.12
"295",2013-04-24,2013,4,114,7,"2",66,0,0,0.002,0.062,0.004,0.13,0.88,NA,NA,4.07,3.2,7.87
"296",2013-04-24,2013,4,114,7,"3",66,0.001,0,0.001,0.063,0.007,0.11,0.89,NA,NA,4.39,3.31,7.96
"297",2013-05-22,2013,5,142,7,"2",1,0,0.002,0.003,0.054,0.004,0.11,0.85,NA,NA,3.47,2.94,7.25
"298",2013-05-22,2013,5,142,7,"2",66,0,0.002,0.003,0.063,0.005,0.13,0.45,NA,NA,3.93,3.15,7.96
"299",2013-05-22,2013,5,142,7,"3",1,0,0.002,0.004,0.061,0.004,0.16,0.88,NA,NA,3.9,3.14,7.96
"300",2013-05-22,2013,5,142,6.9,"3",66,0,0.002,0.003,0.064,0.003,0.11,0.88,NA,NA,4.1,3.19,7.25
"301",2013-06-28,2013,6,179,7,"2",1,0.001,0.001,0.007,0.014,0.026,0.13,0.76,NA,NA,2.82,2.85,7.92
"302",2013-06-28,2013,6,179,7,"2",66,0,0.001,0.002,0.064,0.018,0.1,0.88,NA,NA,4.07,3.2,7.92
"303",2013-06-28,2013,6,179,7,"3",1,0,0,0.004,0.016,0.008,0.1,0.77,NA,NA,2.91,2.86,7.83
"304",2013-07-18,2013,7,199,6.7,"2",1,0,0.003,0.007,0,0.01,0.07,0.69,NA,NA,2.33,2.64,5.46
"305",2013-07-18,2013,7,199,6.9,"3",1,0,0.001,0.004,0,0.054,0.07,0.69,NA,NA,2.41,2.69,6.25
"306",2013-07-18,2013,7,199,6.9,"3",66,0,0.001,0.003,0.064,0.012,0.12,0.88,NA,NA,4.11,3.23,7.46
"307",2013-08-21,2013,8,233,7,"2",1,0,0.004,0.01,0,0.004,0.08,0.71,NA,NA,2.18,2.69,7.83
"308",2013-08-21,2013,8,233,6.9,"2",66,0,0.001,0.003,0.065,0.003,0.11,0.89,NA,NA,4.1,3.22,8.04
"309",2013-08-21,2013,8,233,6.9,"3",1,0,0.004,0.009,0,0.003,0.08,0.71,NA,NA,2.23,2.7,7.12
"310",2013-09-25,2013,9,268,7,"2",1,0.001,0.005,0.012,0,0.008,0.12,0.74,NA,NA,2.12,2.66,7.92
"311",2013-09-25,2013,9,268,6.8,"2",66,0,0.002,0.004,0.058,0.004,0.12,0.9,NA,NA,4.14,3.26,6.42
"312",2013-09-25,2013,9,268,6.9,"3",66,0,0.001,0.004,0.068,0.005,0.14,0.89,NA,NA,4.14,3.25,7.92
"313",2014-04-17,2014,4,107,6.8,"3",1,0,0.002,0.005,0.062,0.003,0.11,0.86,NA,NA,3.24,2.87,6.9
"314",2014-04-17,2014,4,107,6.9,"2",66,0.001,0.002,0.005,0.068,0.003,0.12,0.88,NA,NA,3.55,2.99,7.62
"315",2014-04-17,2014,4,107,7,"3",66,0,0.001,0.006,0.064,0.003,0.1,0.86,NA,NA,3.22,2.89,7.62
"316",2014-06-18,2014,6,169,7,"2",1,0.001,0.003,0.004,0,0.002,0.09,0.61,NA,NA,2.76,2.76,7.97
"317",2014-06-18,2014,6,169,7,"3",1,0,0.002,0.004,0.002,0.003,0.09,0.63,NA,NA,2.83,2.81,7.97
"318",2014-06-18,2014,6,169,6.9,"3",66,0.001,0.002,0.004,0.066,0.001,0.11,0.86,NA,NA,3.6,3.05,7.67
"319",2014-07-11,2014,7,192,6.9,"2",1,0,0.003,0.008,0,0.002,0.08,0.64,NA,NA,2.55,2.68,7.83
"320",2014-07-11,2014,7,192,7,"3",1,0,0.003,0.023,0,0.01,0.15,0.65,NA,NA,2.6,2.72,7.93
"321",2014-07-11,2014,7,192,6.9,"2",66,0.001,0.003,0.005,0.069,0.005,0.11,0.9,NA,NA,3.68,3.07,7.73
"322",2014-08-15,2014,8,227,6.9,"3",66,0,0.001,0.003,0.066,0.002,0.11,0.88,NA,NA,3.65,2.95,7.85
"323",2014-09-12,2014,9,255,7,"2",1,0.002,0.002,0.008,0,0.005,0.15,0.7,NA,NA,1.79,2.35,7
"324",2014-09-12,2014,9,255,7,"2",66,0.003,0.001,0.002,0.068,0.002,0.11,0.89,NA,NA,3.78,3.14,7.98
"325",2014-09-12,2014,9,255,7.1,"3",1,0.002,0.002,0.005,0,0.002,0.08,0.69,NA,NA,1.81,2.35,7.29
"326",2014-09-12,2014,9,255,7,"3",66,0.002,0.001,0.002,0.071,0.002,0.1,0.88,NA,NA,3.76,3.18,7.88
"327",2014-08-27,2014,8,239,7,"3",1,0.001,0.003,0.006,0,0.003,0.1,0.65,NA,NA,1.99,2.45,7.29
"328",2014-08-27,2014,8,239,7,"3",66,0.001,0.001,0.004,0.07,0.001,0.12,0.88,NA,NA,3.79,3.14,7.69
"329",2014-10-31,2014,10,304,7,"2",1,0,0.002,0.003,0.037,0.004,0.1,0.8,NA,NA,2.1,2.55,7.59
"330",2014-10-31,2014,10,304,7,"2",66,0.002,0.002,0.004,0.074,0.002,0.12,0.89,NA,NA,3.87,3.16,8
"331",2014-10-31,2014,10,304,7,"3",1,0,0.002,0.003,0.031,0.003,0.1,0.79,NA,NA,2.12,2.56,7.59
"332",2014-10-31,2014,10,304,7,"3",66,0.001,0.002,0.003,0.073,0.002,0.12,0.88,NA,NA,3.76,3.11,8.21
"333",2015-04-22,2015,4,112,6.8,"2",1,0.001,0.001,0.004,0.05,0.004,0.11,0.85,NA,NA,3.02,2.81,7.46
"334",2015-04-22,2015,4,112,6.9,"2",66,0.001,0.001,0.003,0.065,0.001,0.11,0.86,NA,NA,3.38,2.97,7.77
"335",2015-04-22,2015,4,112,6.6,"3",1,0,0.001,0.003,0.052,0.002,0.11,0.85,NA,NA,3.08,2.82,5.75
"336",2015-04-22,2015,4,112,6.9,"3",66,0.001,0,0.004,0.059,0.005,0.11,0.85,NA,NA,3.22,2.89,7.66
"337",2015-05-15,2015,5,135,6.5,"2",1,0.002,0.003,0.007,0.007,0.011,0.12,0.84,NA,NA,2.91,2.84,7.74
"338",2015-05-15,2015,5,135,6.8,"2",66,0.002,0.002,0.004,0.064,0.005,0.11,0.86,NA,NA,3.16,2.97,7.84
"339",2015-05-15,2015,5,135,6.9,"3",1,0,0.002,0.005,0.021,0.006,0.1,0.83,NA,NA,2.97,2.86,7.64
"340",2015-05-15,2015,5,135,6.8,"3",66,0.001,0.002,0.003,0.064,0.003,0.1,0.86,NA,NA,3.29,3.05,7.44
"341",2015-06-23,2015,6,174,7,"2",1,0,0.001,0.009,0,0.004,0.11,0.77,NA,NA,2.47,2.78,7.88
"342",2015-06-23,2015,6,174,6.9,"3",1,0,0,0.006,0,0.003,0.1,0.77,NA,NA,2.57,2.81,7.17
"343",2015-06-23,2015,6,174,6.9,"2",66,0.002,0.002,0.006,0.064,0.005,0.11,0.88,NA,NA,3.35,3,7.78
"344",2015-06-23,2015,6,174,6.9,"3",66,0.001,0.003,0.003,0.064,0.002,0.11,0.88,NA,NA,3.41,3,7.48
"345",2015-07-22,2015,7,203,7,"2",1,0,0.005,0.014,0,0.004,0.13,0.66,NA,NA,2.37,2.7,8.06
"346",2015-07-22,2015,7,203,7,"2",66,0.001,0.004,0.004,0.065,0.004,0.1,0.87,NA,NA,3.48,2.98,7.96
"347",2015-07-22,2015,7,203,7.1,"3",1,0,0.003,0.008,0,0.002,0.09,0.68,NA,NA,2.42,2.71,8.06
"348",2015-07-22,2015,7,203,7,"3",66,0,0.001,0.004,0.063,0.002,0.1,0.86,NA,NA,3.43,2.94,7.76
"349",2015-08-15,2015,8,227,7.1,"2",1,0,0.005,0.012,0.001,0.006,0.19,0.71,NA,NA,1.92,2.53,8.06
"350",2015-08-15,2015,8,227,6.4,"2",66,0.001,0.003,0.005,0.065,0.003,0.15,0.87,NA,NA,3.42,2.98,7.96
"351",2015-08-15,2015,8,227,7,"3",1,0,0.003,0.007,0,0.004,0.11,0.7,NA,NA,1.98,2.51,7.75
"352",2015-08-15,2015,8,227,6.9,"3",66,0,0.002,0.002,0.064,0.003,0.1,0.86,NA,NA,3.5,2.98,7.85
"353",2015-09-25,2015,9,268,6.9,"2",1,0.001,0.004,0.012,0.001,0.004,0.12,0.73,NA,NA,1.69,2.41,7.53
"354",2015-09-25,2015,9,268,6.9,"2",66,0.002,0.002,0.003,0.068,0.003,0.11,0.86,NA,NA,3.56,3.01,7.43
"355",2015-09-25,2015,9,268,7,"3",1,0.001,0.003,0.009,0.002,0.004,0.1,0.73,NA,NA,1.76,2.36,7.32
"356",2015-09-25,2015,9,268,7,"3",66,0.001,0.002,0.003,0.068,0.004,0.12,0.85,NA,NA,3.56,2.99,8.14
"357",2015-10-28,2015,10,301,7,"2",1,0.001,0.003,0.005,0.025,0.014,0.09,0.85,NA,NA,1.95,2.49,7.49
"358",2015-10-28,2015,10,301,7,"2",66,0.002,0.003,0.004,0.07,0.01,0.1,0.94,NA,NA,3.62,3.07,8.31
"359",2015-10-28,2015,10,301,7,"3",1,0,0.002,0.005,0.027,0.011,0.11,0.88,NA,NA,2.03,2.62,7.49
"360",2015-10-28,2015,10,301,7,"3",66,0.001,0.002,0.002,0.07,0.008,0.11,0.93,NA,NA,3.84,3.15,8.31
"361",2016-04-28,2016,4,119,7,"2",1,0,0.003,0.003,0.042,0.026,0.13,0.88,NA,NA,2.83,2.73,8.17
"362",2016-04-28,2016,4,119,7,"3",1,0,0,0.003,0.037,0.008,0.07,0.88,NA,NA,2.95,2.79,7.97
"363",2016-04-28,2016,4,119,7,"2",66,0.002,0.003,0.005,0.078,0.01,0.11,0.91,NA,NA,3.22,2.86,8.17
"364",2016-04-28,2016,4,119,7,"3",66,0.002,0.003,0.003,0.068,0.013,0.09,0.91,NA,NA,3.19,2.87,7.97
"365",2016-05-19,2016,5,140,7,"2",1,0,0.003,0.007,0.028,0.01,0.11,0.83,NA,NA,2.49,2.62,7.97
"366",2016-05-19,2016,5,140,7.1,"3",1,0,0.003,0.007,0.031,0.004,0.1,0.83,NA,NA,2.63,2.69,8.08
"367",2016-05-19,2016,5,140,7.1,"2",66,0.002,0.004,0.006,0.065,0.004,0.1,0.91,NA,NA,3.1,2.88,8.28
"368",2016-05-19,2016,5,140,7.1,"3",66,0.002,0.004,0.004,0.066,0.002,0.09,0.93,NA,NA,3.32,2.98,8.38
"369",2016-06-22,2016,6,174,7,"2",1,0.001,0.001,0.006,0,0.003,0.08,0.64,NA,NA,2.37,2.66,7.95
"370",2016-06-22,2016,6,174,7,"3",1,0.001,0.001,0.008,0,0.002,0.07,0.64,NA,NA,2.36,2.65,7.85
"371",2016-06-22,2016,6,174,7,"2",66,0.002,0.003,0.006,0.066,0.005,0.12,0.93,NA,NA,3.4,3,8.15
"372",2016-06-22,2016,6,174,7,"3",66,0.002,0.004,0.005,0.066,0.004,0.13,0.92,NA,NA,3.24,2.94,8.05
"373",2016-07-22,2016,7,204,7,"2",1,0.001,0.003,0.005,0,0.004,0.08,0.63,NA,NA,2.16,2.66,7.97
"374",2016-07-22,2016,7,204,7.1,"3",1,0.001,0.003,0.004,0,0.003,0.09,0.63,NA,NA,2.18,2.67,7.87
"375",2016-07-22,2016,7,204,6.9,"2",66,0.003,0.004,0.006,0.066,0.006,0.1,0.93,NA,NA,3.44,2.98,7.97
"376",2016-07-22,2016,7,204,7,"3",66,0.002,0.003,0.003,0.065,0.004,0.12,0.92,NA,NA,3.33,2.98,7.97
"377",2016-08-16,2016,8,229,7.1,"2",1,0.002,0.005,0.008,0,0.005,0.15,NA,NA,NA,1.87,2.46,7.63
"378",2016-08-16,2016,8,229,7.1,"3",1,0.001,0.003,0.005,0.001,0.004,0.14,NA,NA,NA,1.89,2.49,7.73
"379",2016-08-16,2016,8,229,7.2,"2",66,0.002,0.003,0.003,0.068,0.005,0.12,NA,NA,NA,3.44,2.98,8.14
"380",2016-08-16,2016,8,229,7.1,"3",66,0.002,0.001,0.004,0.068,0.004,0.12,NA,NA,NA,3.37,2.94,8.14
"381",2016-09-14,2016,9,258,7.1,"2",1,0.001,0.005,0.008,0,0.006,0.08,0.68,NA,NA,1.74,2.55,7.85
"382",2016-09-14,2016,9,258,7.1,"3",1,0.001,0.005,0.007,0,0.006,0.06,0.68,NA,NA,1.81,2.59,8.06
"383",2016-09-14,2016,9,258,7.1,"2",66,0.003,0.004,0.003,0.069,0.005,0.1,0.67,NA,NA,3.54,3.07,8.06
"384",2016-09-14,2016,9,258,7.1,"3",66,0.002,0.003,0.004,0.07,0.003,0.14,0.89,NA,NA,3.6,3.12,8.26
"385",2016-11-04,2016,11,309,7,"2",1,0.001,0.003,0.004,0.015,0.004,0.06,0.76,NA,NA,1.82,2.45,7.76
"386",2016-11-04,2016,11,309,7,"3",1,0.001,0.003,0.004,0.012,0.003,0.07,0.73,NA,NA,1.79,2.41,7.76
"387",2016-11-04,2016,11,309,7,"2",66,0.003,0.003,0.003,0.07,0.001,0.09,0.88,NA,NA,3.54,2.98,8.27
"388",2016-11-04,2016,11,309,7,"3",66,0.003,0.003,0.003,0.07,0.001,0.09,0.88,NA,NA,3.53,2.97,8.16
"389",2017-04-18,2017,4,108,7,"2",66,0.002,0.003,0.006,0.065,0.004,0.1,0.91,NA,NA,3.67,3.06,8
"390",2017-04-18,2017,4,108,7,"2",1,0.003,0.004,0.006,0.062,0.004,0.11,0.91,NA,NA,3.44,3.02,7.8
"391",2017-04-18,2017,4,108,7,"3",66,0.002,0.003,0.005,0.061,0.008,0.1,0.9,NA,NA,3.41,3.06,7.8
"392",2017-04-18,2017,4,108,7,"3",1,0.002,0.003,0.006,0.06,0.004,0.09,0.9,NA,NA,3.38,3,7.9
"393",2017-05-11,2017,5,131,7,"2",1,0.001,0.003,0.007,0.04,0.009,0.11,0.9,NA,NA,3.33,3.02,8.13
"394",2017-05-11,2017,5,131,7,"3",1,0.001,0.003,0.008,0.044,0.006,0.1,0.9,NA,NA,3.37,3.03,8.13
"395",2017-05-11,2017,5,131,7,"2",66,0.001,0.003,0.007,0.064,0.006,0.1,0.92,NA,NA,3.55,3.09,8.02
